DATE,CLOSE,LTP,VALUE
2024-07-26,1586.45,1584.4,4384043178.55
2024-07-29,1617.15,1618.0,3561366193.1
2024-07-30,1642.65,1642.4,6083154291.15
2024-07-31,1651.65,1650.0,2184063693.3
2024-08-01,1634.8,1632.65,1227755642.9
2024-08-02,1623.45,1622.0,1791308886.45
2024-08-05,1567.7,1564.4,3246478317.6
2024-08-06,1564.1,1563.2,2986487766.2
2024-08-07,1571.4,1574.0,2270126988.45
2024-08-08,1540.05,1538.25,2614010348.2
2024-08-09,1560.2,1557.0,1578372498.8
2024-08-12,1559.0,1557.4,1757059111.75
2024-08-13,1543.35,1543.95,2818153307.4
2024-08-14,1529.15,1529.5,1797548189.9
2024-08-16,1549.9,1550.0,2838559405.35
2024-08-19,1551.1,1551.0,1459797814.05
2024-08-20,1602.1,1604.0,5032342850.35
2024-08-21,1620.95,1617.0,3178685357.6
2024-08-22,1625.7,1625.0,2153635703.2
2024-08-23,1639.9,1644.0,1821718657.4
2024-08-26,1686.2,1683.25,4089952113.85
2024-08-27,1719.0,1727.6,7139418956.0
