DATE,CLOSE,LTP,VALUE
2024-05-21,4672.95,4671.2,2345749941.55
2024-05-22,4695.45,4692.0,942925859.5
2024-05-23,4852.85,4855.0,4429212097.9
2024-05-24,4880.95,4880.15,2652471405.5
2024-05-27,4793.3,4796.65,3157607238.7
2024-05-28,4770.95,4765.0,1596674972.45
2024-05-29,4745.4,4757.25,2614932420.95
2024-05-30,4742.95,4760.0,2044508020.95
2024-05-31,4733.45,4742.05,5374208703.85
2024-06-03,4670.85,4670.0,5015648988.65
2024-06-04,4495.4,4548.95,4153344077.05
2024-06-05,4579.0,4560.0,2144477222.25
2024-06-06,4719.75,4711.0,3493674883.15
2024-06-07,4762.0,4759.0,1984045501.8
2024-06-10,4782.75,4779.8,1442301104.2
2024-06-11,4758.65,4757.1,3502704778.4
2024-06-12,4850.65,4845.0,2518674271.2
2024-06-13,4801.5,4799.05,4036177270.25
2024-06-14,4935.1,4929.0,2681530194.2
2024-06-18,4936.1,4930.0,3496618624.85
2024-06-19,4880.75,4865.0,3194210355.85
2024-06-20,4876.9,4895.0,3107098335.7
2024-06-21,4845.5,4830.3,2024168826.35
2024-06-24,4870.9,4875.0,1468258216.5
2024-06-25,4775.05,4785.0,3174775970.15
2024-06-26,4739.7,4738.0,2854843183.1
2024-06-27,4713.8,4712.05,5129336953.05
2024-06-28,4672.95,4667.9,4400035451.55
2024-07-01,4635.55,4630.0,6347561146.1
2024-07-02,4625.75,4634.85,4003694690.8
2024-07-03,4692.3,4700.0,1205236970.5
2024-07-04,4689.5,4685.0,1469292345.1
2024-07-05,4737.3,4723.0,1223618540.65
2024-07-08,4754.45,4752.55,2576542834.8
2024-07-09,4828.7,4825.0,3017981529.1
2024-07-10,4849.15,4836.45,4050438327.45
2024-07-11,4828.65,4850.05,1491556684.6
2024-07-12,4860.7,4857.0,1410851573.6
2024-07-15,4881.35,4885.0,1090452525.2
2024-07-16,4916.1,4920.0,3266173774.55
2024-07-18,4941.1,4927.85,3774980887.35
2024-07-19,4850.7,4857.1,3216771308.25
2024-07-22,4857.35,4850.0,1824288379.65
2024-07-23,4919.55,4908.0,5535584889.5
2024-07-24,4915.35,4922.0,1962311435.05
2024-07-25,4900.65,4895.1,2028785497.65
2024-07-26,5012.5,5013.0,3128617388.65
2024-07-29,4962.25,4968.0,1680546759.15
2024-07-30,4951.85,4950.0,3371765193.4
2024-07-31,4962.7,4980.0,2817238504.3
2024-08-01,4968.8,4963.65,3238672967.25
2024-08-02,4726.7,4713.0,10106590776.55
2024-08-05,4675.75,4659.95,4376440806.85
2024-08-06,4653.9,4669.0,2779823747.7
2024-08-07,4597.15,4618.0,5049290227.15
2024-08-08,4576.9,4578.0,4489830104.1
2024-08-09,4830.6,4837.0,8147150240.0
2024-08-12,4808.8,4814.0,3562144973.6
2024-08-13,4802.25,4800.0,937376232.6
2024-08-14,4733.25,4740.8,1559750712.3
2024-08-16,4818.0,4815.25,1241619182.5
2024-08-19,4813.3,4806.0,1348973721.65
2024-08-20,4883.25,4878.75,2552574226.85
2024-08-21,4913.55,4915.0,1086609971.45
2024-08-22,4933.55,4934.95,2646479128.35
2024-08-23,4898.1,4898.0,1026316859.8
2024-08-26,4875.2,4869.2,1534734237.55
2024-08-27,4868.85,4885.0,1855873022.85
