DATE,CLOSE,LTP,VALUE
2024-06-26,2863.35,2865.6,2749722792.75
2024-06-27,2880.85,2885.8,4679825283.05
2024-06-28,2917.05,2916.5,3517556522.7
2024-07-01,2927.8,2923.2,3224747087.05
2024-07-02,2925.6,2928.0,3111815663.05
2024-07-03,2925.55,2929.9,2714682877.6
2024-07-04,2934.9,2932.25,2852878532.3
2024-07-05,2935.9,2939.95,2395195710.15
2024-07-08,2898.15,2901.0,2403674177.6
2024-07-09,2905.0,2906.85,1990848226.25
2024-07-10,2996.45,3000.0,6831561456.5
2024-07-11,3022.05,3022.0,5927369218.8
2024-07-12,2999.15,2991.4,5656716521.1
2024-07-15,2956.5,2959.0,7175683580.4
2024-07-16,2974.45,2972.0,6217096947.95
2024-07-18,2931.55,2932.8,15679125504.85
2024-07-19,2946.05,2949.0,6396837442.55
2024-07-22,2934.3,2933.1,4754777012.15
2024-07-23,2897.1,2900.0,5544642541.0
2024-07-24,2912.8,2915.0,4292630553.45
2024-07-25,2901.4,2906.0,3592207689.3
2024-07-26,2950.15,2948.35,4003474150.05
2024-07-29,2954.7,2962.0,2519195555.4
2024-07-30,3005.05,3003.0,6454269850.55
2024-07-31,3084.45,3087.3,10916681612.3
2024-08-01,3099.35,3090.0,5189968471.15
2024-08-02,3106.7,3105.0,4189486747.3
2024-08-05,3093.4,3096.0,6260642149.6
2024-08-06,3101.75,3090.25,2759946792.5
2024-08-07,3101.45,3101.0,5893581945.65
2024-08-08,3005.4,2996.9,3876159960.85
2024-08-09,3040.6,3040.0,5015058264.1
2024-08-12,3053.2,3050.0,5297604231.75
2024-08-13,3023.55,3021.2,1520943645.4
2024-08-14,3025.85,3027.0,1371385382.0
2024-08-16,3048.15,3049.95,1558275567.55
2024-08-19,3076.3,3075.95,1665814594.2
2024-08-20,3103.2,3096.0,2070318511.65
2024-08-21,3151.55,3150.0,3727054259.95
2024-08-22,3186.6,3180.0,4909720413.55
2024-08-23,3154.65,3155.0,2465354965.35
2024-08-26,3171.35,3167.65,1496462539.95
2024-08-27,3166.2,3152.95,3193917624.15
