DATE,CLOSE,LTP,VALUE
2024-03-01,2831.75,2834.0,2769700529.9
2024-03-02,2849.8,2849.2,256497665.95
2024-03-04,2831.75,2829.9,2754763776.7
2024-03-05,2820.4,2819.0,2078267723.4
2024-03-06,2827.3,2834.0,4845072755.85
2024-03-07,2870.55,2869.9,4489207109.35
2024-03-11,2876.85,2880.0,2489819913.95
2024-03-12,2876.15,2878.0,1911909308.4
2024-03-13,2860.15,2853.0,2731509386.65
2024-03-14,2892.25,2898.0,3985587935.2
2024-03-15,2867.55,2859.3,3896900843.55
2024-03-18,2846.5,2845.0,2669223600.4
2024-03-19,2815.1,2813.55,3373029859.7
2024-03-20,2824.9,2835.0,2306641646.85
2024-03-21,2821.15,2818.8,3301616043.45
2024-03-22,2841.5,2844.8,4677025707.35
2024-03-26,2814.65,2817.5,3872040833.45
2024-03-27,2830.5,2830.0,3273815626.6
2024-03-28,2846.75,2856.65,5306465925.6
2024-04-01,2871.0,2870.0,1601153520.4
2024-04-02,2874.2,2876.95,1617077347.25
2024-04-03,2869.35,2871.7,2341057057.7
2024-04-04,2918.3,2920.95,5312424693.85
2024-04-05,2883.45,2890.0,3353047551.7
2024-04-08,2892.0,2893.0,1649224098.35
2024-04-09,2857.15,2857.0,2920844644.25
2024-04-10,2896.75,2895.45,2134711455.2
2024-04-12,2854.5,2853.0,5047159853.3
2024-04-15,2844.4,2841.0,2510624389.2
2024-04-16,2830.0,2833.45,2579407314.8
2024-04-18,2807.7,2810.0,4895857242.7
2024-04-19,2808.55,2809.7,3731828290.4
2024-04-22,2841.85,2843.35,1916496076.1
2024-04-23,2874.9,2874.0,2662348565.55
2024-04-24,2867.75,2869.8,2061336486.4
2024-04-25,2861.45,2858.85,4544702819.4
2024-04-26,2844.15,2850.15,1786432251.25
2024-04-29,2868.2,2863.0,1622242766.0
2024-04-30,2875.9,2875.0,3729527049.55
2024-05-02,2975.4,2968.0,7350609795.55
2024-05-03,2929.75,2930.0,4692984701.35
2024-05-06,2932.15,2932.65,2257553195.3
2024-05-07,2913.0,2908.65,1844086138.65
2024-05-08,2843.3,2848.7,4706913138.05
2024-05-09,2710.1,2716.0,9798999188.55
2024-05-10,2771.25,2770.0,6837900078.45
2024-05-13,2879.25,2878.0,7839198201.75
2024-05-14,2866.15,2866.7,2864330363.75
2024-05-15,2813.7,2813.0,3489365278.45
2024-05-16,2814.05,2814.6,4301443504.6
2024-05-17,2809.9,2819.0,3721729477.65
2024-05-18,2816.35,2817.5,147341478.4
2024-05-21,2851.8,2846.0,2622249016.8
2024-05-22,2885.75,2890.0,2688568407.95
2024-05-23,2903.75,2900.0,3425881206.8
2024-05-24,2874.75,2870.0,2179295662.85
2024-05-27,2872.3,2875.85,2352287254.4
2024-05-28,2911.2,2920.0,3143120141.7
2024-05-29,2900.15,2894.0,5107664054.8
2024-05-30,2883.7,2889.3,3885333695.3
2024-05-31,2881.2,2881.3,7263060163.5
2024-06-03,2866.45,2875.0,2745256624.95
2024-06-04,2857.65,2873.95,7670515984.55
2024-06-05,2961.75,2960.0,7172367696.6
2024-06-06,2904.8,2910.0,4929738361.25
2024-06-07,2927.7,2933.0,4679533601.75
2024-06-10,2937.55,2940.0,2573629171.05
2024-06-11,2902.45,2901.0,2488140426.2
2024-06-12,2905.8,2904.15,4920597117.95
2024-06-13,2910.0,2913.0,2115645015.1
2024-06-14,2921.6,2919.0,2871043073.05
2024-06-18,2918.5,2920.0,2161437869.1
2024-06-19,2891.7,2889.95,2949698632.65
2024-06-20,2915.5,2914.8,3283019639.35
2024-06-21,2890.85,2886.0,4985713403.0
2024-06-24,2896.05,2896.0,2575019859.65
2024-06-25,2858.45,2861.0,3499661269.55
